timestamp,open,high,low,close,volume
2026-02-16 12:00:00,68812.84,68956.6,68812.84,68930.66,48.99575
2026-02-16 12:05:00,68930.66,68983.99,68866.93,68971.3,83.33314
2026-02-16 12:10:00,68971.31,68979.74,68892.69,68897.93,39.33634
2026-02-16 12:15:00,68897.94,68928.11,68812.08,68825.77,55.97333
2026-02-16 12:20:00,68825.78,68919.55,68807.54,68886.98,49.77499
2026-02-16 12:25:00,68886.98,69619.23,68886.77,69505.01,492.46507
2026-02-16 12:30:00,69505.01,69554.74,69298.76,69470.33,173.47838
2026-02-16 12:35:00,69470.33,69552.0,69310.75,69531.31,143.07725
2026-02-16 12:40:00,69531.31,69550.39,69336.0,69436.93,93.14565
2026-02-16 12:45:00,69436.93,69584.04,69368.58,69537.54,93.20257
2026-02-16 12:50:00,69537.53,69848.48,69504.0,69736.15,255.99395
2026-02-16 12:55:00,69736.15,69817.61,69696.94,69763.24,73.50387
2026-02-16 13:00:00,69763.24,70126.67,69671.17,69936.59,219.4076
2026-02-16 13:05:00,69936.6,70050.0,69717.4,69739.44,92.78977
2026-02-16 13:10:00,69739.45,69747.83,69623.75,69662.0,64.84819
2026-02-16 13:15:00,69662.01,69754.97,69609.39,69609.4,53.61573
2026-02-16 13:20:00,69609.4,69625.92,69270.55,69291.63,128.6992
2026-02-16 13:25:00,69291.63,69291.63,68520.07,68611.0,355.98108
2026-02-16 13:30:00,68611.01,68899.28,68573.66,68583.04,163.8351
2026-02-16 13:35:00,68583.04,68730.0,68286.25,68341.5,230.43447
2026-02-16 13:40:00,68341.51,68506.0,68272.02,68430.65,110.13763
2026-02-16 13:45:00,68430.65,68490.9,68276.0,68321.41,131.06642
2026-02-16 13:50:00,68321.4,68418.8,68225.0,68278.0,95.31816
2026-02-16 13:55:00,68278.0,68445.05,68245.93,68395.1,74.48731
2026-02-16 14:00:00,68395.11,68444.22,68268.72,68424.69,105.82038
2026-02-16 14:05:00,68424.7,68563.56,68414.12,68464.29,98.43682
2026-02-16 14:10:00,68464.29,68464.29,68260.39,68413.82,84.87809
2026-02-16 14:15:00,68413.81,68534.85,68372.01,68486.0,94.93548
2026-02-16 14:20:00,68486.01,68647.33,68486.0,68643.29,238.11403
2026-02-16 14:25:00,68643.3,68643.3,68263.2,68316.81,99.78011
2026-02-16 14:30:00,68316.8,68557.66,68287.35,68466.37,91.06353
2026-02-16 14:35:00,68466.37,68630.0,68417.25,68530.05,73.41961
2026-02-16 14:40:00,68530.06,68576.56,68450.53,68504.81,41.21634
2026-02-16 14:45:00,68504.81,68604.23,68393.3,68596.55,37.34984
2026-02-16 14:50:00,68596.55,68718.3,68300.0,68301.2,81.31287
2026-02-16 14:55:00,68301.19,68470.92,68290.01,68427.64,46.2733
2026-02-16 15:00:00,68427.64,68585.86,68387.44,68518.64,110.15365
2026-02-16 15:05:00,68518.65,68607.22,68484.96,68497.01,135.54038
2026-02-16 15:10:00,68497.01,68563.16,68323.52,68338.8,103.96887
2026-02-16 15:15:00,68338.8,68397.36,68300.0,68316.81,57.1078
2026-02-16 15:20:00,68316.81,68398.29,68307.12,68325.64,43.00864
2026-02-16 15:25:00,68325.65,68401.46,68243.06,68243.07,53.00907
2026-02-16 15:30:00,68243.06,68257.28,67418.0,67440.91,779.3039
2026-02-16 15:35:00,67440.91,67515.98,67300.0,67412.0,417.88648
2026-02-16 15:40:00,67412.0,67502.88,67294.11,67449.07,137.66224
2026-02-16 15:45:00,67449.07,67572.0,67360.0,67485.45,159.78001
2026-02-16 15:50:00,67485.45,67709.99,67485.44,67634.51,96.77554
2026-02-16 15:55:00,67634.51,67687.97,67500.0,67539.52,53.87364
2026-02-16 16:00:00,67539.53,67677.0,67513.94,67674.3,102.48674
2026-02-16 16:05:00,67674.3,67820.7,67674.29,67730.06,131.8685
2026-02-16 16:10:00,67730.06,67838.15,67677.0,67739.99,140.03267
2026-02-16 16:15:00,67739.99,67778.0,67588.01,67606.48,59.95854
2026-02-16 16:20:00,67606.48,67767.25,67579.0,67701.96,52.31712
2026-02-16 16:25:00,67701.96,67805.9,67648.0,67777.47,37.25342
2026-02-16 16:30:00,67777.47,67831.51,67660.17,67669.99,69.16611
2026-02-16 16:35:00,67669.99,67722.84,67656.63,67667.14,34.92755
2026-02-16 16:40:00,67667.14,67927.66,67609.75,67927.66,88.02562
2026-02-16 16:45:00,67927.65,67974.86,67853.0,67923.6,94.12564
2026-02-16 16:50:00,67923.6,67937.48,67831.06,67859.81,56.30818
2026-02-16 16:55:00,67859.8,67888.7,67800.67,67888.7,29.1111
2026-02-16 17:00:00,67888.7,67963.24,67850.68,67879.73,47.81014
2026-02-16 17:05:00,67879.73,67989.8,67775.88,67775.88,57.64403
2026-02-16 17:10:00,67775.89,67802.0,67709.82,67749.28,49.60973
2026-02-16 17:15:00,67749.28,67773.57,67600.93,67689.62,75.98896
2026-02-16 17:20:00,67689.62,67853.93,67687.52,67833.29,31.35797
2026-02-16 17:25:00,67833.28,67973.04,67829.22,67929.61,39.97052
2026-02-16 17:30:00,67929.61,68068.24,67891.17,68054.82,51.36681
2026-02-16 17:35:00,68054.83,68054.83,67992.35,68033.54,24.74071
2026-02-16 17:40:00,68033.55,68074.12,67992.66,68027.23,34.14145
2026-02-16 17:45:00,68027.22,68027.22,67905.84,67960.22,30.84818
2026-02-16 17:50:00,67960.22,67969.38,67895.46,67960.72,30.72114
2026-02-16 17:55:00,67960.72,67996.4,67937.06,67951.86,27.56364
2026-02-16 18:00:00,67951.85,68032.32,67913.77,68012.1,28.45439
2026-02-16 18:05:00,68012.11,68115.3,68012.1,68115.3,40.96467
2026-02-16 18:10:00,68115.29,68159.79,68093.09,68131.45,39.50832
2026-02-16 18:15:00,68131.45,68163.31,68076.81,68115.21,38.88645
2026-02-16 18:20:00,68115.2,68229.68,68115.2,68178.09,141.71801
2026-02-16 18:25:00,68178.08,68245.34,68076.0,68135.43,34.62768
2026-02-16 18:30:00,68135.43,68135.43,68076.0,68135.0,21.70529
2026-02-16 18:35:00,68134.99,68134.99,67969.84,68010.0,34.52626
2026-02-16 18:40:00,68010.0,68040.11,67991.14,68002.04,19.71785
2026-02-16 18:45:00,68002.05,68034.3,67892.0,67923.8,42.66924
2026-02-16 18:50:00,67923.8,67999.0,67909.01,67979.77,33.32835
2026-02-16 18:55:00,67979.77,67979.78,67830.82,67860.13,130.14137
2026-02-16 19:00:00,67860.13,67927.17,67860.13,67884.68,21.24275
2026-02-16 19:05:00,67884.68,67949.84,67878.94,67947.94,9.99436
2026-02-16 19:10:00,67947.94,67983.2,67941.48,67983.2,16.85459
2026-02-16 19:15:00,67983.2,67983.2,67888.32,67888.33,22.23524
2026-02-16 19:20:00,67888.33,67994.0,67824.91,67993.99,26.66939
2026-02-16 19:25:00,67993.99,68041.4,67970.25,67970.25,43.92133
2026-02-16 19:30:00,67970.26,68016.72,67970.26,68007.25,19.70258
2026-02-16 19:35:00,68007.25,68130.0,68000.01,68059.24,23.78101
2026-02-16 19:40:00,68059.25,68102.77,68036.82,68096.25,23.36989
2026-02-16 19:45:00,68096.24,68105.55,67984.0,67984.01,20.41231
2026-02-16 19:50:00,67984.01,68000.0,67956.11,67999.99,16.16962
2026-02-16 19:55:00,67999.99,67999.99,67900.43,67913.43,18.62317
2026-02-16 20:00:00,67913.44,67943.04,67873.92,67935.07,27.12557
2026-02-16 20:05:00,67935.07,67950.87,67827.11,67950.87,25.60245
2026-02-16 20:10:00,67950.86,67956.38,67877.93,67954.09,45.05732
2026-02-16 20:15:00,67954.08,68060.5,67920.29,67948.74,41.7171
2026-02-16 20:20:00,67948.75,68094.87,67948.75,68068.09,22.76712
2026-02-16 20:25:00,68068.1,68238.55,68060.0,68227.73,43.85188
2026-02-16 20:30:00,68227.73,68236.59,68165.43,68236.58,21.53905
2026-02-16 20:35:00,68236.58,68236.59,68107.8,68107.81,14.47313
2026-02-16 20:40:00,68107.81,68286.0,68102.0,68237.99,51.26012
2026-02-16 20:45:00,68238.0,68258.0,68210.23,68247.99,18.29625
2026-02-16 20:50:00,68247.99,68490.9,68202.3,68402.89,90.44681
2026-02-16 20:55:00,68402.89,68549.14,68400.75,68530.0,55.44856
2026-02-16 21:00:00,68530.0,68562.0,68427.18,68447.29,84.2113
2026-02-16 21:05:00,68447.3,68586.69,68447.29,68522.32,38.75977
2026-02-16 21:10:00,68522.32,68576.21,68477.24,68576.21,32.48281
2026-02-16 21:15:00,68576.2,68625.8,68497.6,68499.99,46.53954
2026-02-16 21:20:00,68500.0,68615.58,68500.0,68505.46,44.23476
2026-02-16 21:25:00,68505.45,68529.19,68456.88,68525.99,35.71717
2026-02-16 21:30:00,68525.99,68586.7,68468.0,68538.7,31.69352
2026-02-16 21:35:00,68538.69,68541.15,68457.3,68531.53,27.70932
2026-02-16 21:40:00,68531.53,68546.21,68499.42,68546.2,24.62133
2026-02-16 21:45:00,68546.2,68554.0,68465.39,68527.71,35.05753
2026-02-16 21:50:00,68527.71,68538.9,68488.03,68517.92,15.41665
2026-02-16 21:55:00,68517.91,68933.85,68517.91,68862.88,117.83055
2026-02-16 22:00:00,68862.89,68890.0,68779.14,68789.28,41.25928
2026-02-16 22:05:00,68789.28,68803.35,68683.17,68736.0,33.12017
2026-02-16 22:10:00,68736.0,68851.33,68731.36,68758.71,69.08468
2026-02-16 22:15:00,68758.71,68821.68,68726.0,68769.9,24.57949
2026-02-16 22:20:00,68769.9,68819.37,68660.88,68684.19,67.28105
2026-02-16 22:25:00,68684.19,68684.2,68586.69,68601.0,29.10924
2026-02-16 22:30:00,68600.99,68711.52,68515.75,68682.4,128.44925
2026-02-16 22:35:00,68682.41,68728.27,68644.99,68662.4,58.89224
2026-02-16 22:40:00,68662.41,68681.21,68580.77,68600.84,26.99901
2026-02-16 22:45:00,68600.84,68651.53,68532.2,68651.52,19.52064
2026-02-16 22:50:00,68651.53,68672.73,68509.07,68672.72,33.18788
2026-02-16 22:55:00,68672.72,68672.72,68591.0,68591.02,25.27486
2026-02-16 23:00:00,68591.01,68672.73,68538.57,68672.73,30.80936
2026-02-16 23:05:00,68672.72,68751.25,68621.63,68664.0,32.34033
2026-02-16 23:10:00,68664.01,68757.46,68664.01,68741.42,25.93548
2026-02-16 23:15:00,68741.42,68837.1,68704.47,68753.42,32.6422
2026-02-16 23:20:00,68753.43,68766.56,68697.12,68766.55,21.83396
2026-02-16 23:25:00,68766.55,68766.55,68648.0,68648.01,14.96754
2026-02-16 23:30:00,68648.01,68725.0,68640.9,68641.97,23.87717
2026-02-16 23:35:00,68641.97,68710.56,68620.0,68710.56,13.57365
2026-02-16 23:40:00,68710.55,68734.67,68684.86,68684.87,23.7202
2026-02-16 23:45:00,68684.87,68895.01,68684.87,68873.9,59.95967
2026-02-16 23:50:00,68873.9,68978.88,68865.2,68978.65,40.37171
2026-02-16 23:55:00,68978.66,68978.66,68841.84,68892.43,28.92228
2026-02-17 00:00:00,68892.43,68916.24,68812.03,68825.08,59.06585
2026-02-17 00:05:00,68825.08,68843.08,68750.27,68842.52,34.12963
2026-02-17 00:10:00,68842.51,68900.0,68805.08,68899.99,27.24682
2026-02-17 00:15:00,68900.0,68900.0,68704.36,68744.99,28.93304
2026-02-17 00:20:00,68744.99,68806.17,68721.96,68783.99,15.5075
2026-02-17 00:25:00,68784.0,68930.29,68758.88,68880.59,40.59734
2026-02-17 00:30:00,68880.59,68908.1,68837.02,68867.99,94.93009
2026-02-17 00:35:00,68868.0,68911.2,68868.0,68910.08,37.63865
2026-02-17 00:40:00,68910.08,68959.0,68837.01,68865.99,42.91181
2026-02-17 00:45:00,68866.0,69042.74,68865.2,69035.58,44.03299
2026-02-17 00:50:00,69035.58,69039.47,68945.05,68953.15,27.05386
2026-02-17 00:55:00,68953.15,68953.15,68838.01,68878.27,24.64385
2026-02-17 01:00:00,68878.27,68956.6,68804.13,68810.0,36.62298
2026-02-17 01:05:00,68810.0,68922.38,68786.66,68922.38,21.99937
2026-02-17 01:10:00,68922.37,68996.67,68873.9,68929.57,38.17404
2026-02-17 01:15:00,68929.57,68940.2,68837.0,68940.2,28.4278
2026-02-17 01:20:00,68940.19,68963.6,68897.12,68963.59,30.02638
2026-02-17 01:25:00,68963.59,68966.7,68865.2,68865.21,26.85886
2026-02-17 01:30:00,68865.21,68991.3,68825.94,68980.81,31.83808
2026-02-17 01:35:00,68980.81,68995.82,68926.0,68995.81,22.19939
2026-02-17 01:40:00,68995.82,68995.82,68853.12,68853.12,38.04727
2026-02-17 01:45:00,68853.13,68886.32,68808.31,68808.31,25.79737
2026-02-17 01:50:00,68808.31,68837.94,68630.8,68635.1,72.59943
2026-02-17 01:55:00,68635.09,68687.91,68563.16,68618.11,127.30045
2026-02-17 02:00:00,68618.12,68646.3,68387.2,68540.0,87.42504
2026-02-17 02:05:00,68540.0,68795.67,68504.71,68787.08,66.02657
2026-02-17 02:10:00,68787.09,69241.5,68787.08,69124.74,175.93708
2026-02-17 02:15:00,69124.73,69183.98,68999.7,69010.34,76.23761
2026-02-17 02:20:00,69010.34,69118.9,68988.65,69118.89,30.49426
2026-02-17 02:25:00,69118.89,69118.9,69022.3,69041.6,20.64169
2026-02-17 02:30:00,69041.6,69083.88,68972.97,69066.85,29.67479
2026-02-17 02:35:00,69066.85,69066.86,68912.17,68922.52,27.67927
2026-02-17 02:40:00,68922.51,68986.0,68913.9,68948.06,22.53213
2026-02-17 02:45:00,68948.05,69008.54,68933.23,68969.6,34.40391
2026-02-17 02:50:00,68969.61,69043.4,68951.65,68951.65,22.87128
2026-02-17 02:55:00,68951.66,69007.21,68838.48,68838.48,31.73293
2026-02-17 03:00:00,68838.48,68860.68,68653.53,68653.54,69.56004
2026-02-17 03:05:00,68653.54,68722.63,68643.07,68706.76,34.60128
2026-02-17 03:10:00,68706.76,68726.0,68638.17,68726.0,26.67147
2026-02-17 03:15:00,68725.99,68762.06,68672.0,68672.51,24.58475
2026-02-17 03:20:00,68672.51,68761.63,68606.47,68606.47,30.32735
2026-02-17 03:25:00,68606.47,68659.77,68586.6,68652.0,19.99593
2026-02-17 03:30:00,68651.99,68658.59,68542.33,68658.59,33.62385
2026-02-17 03:35:00,68658.59,68658.59,68496.49,68534.26,36.53514
2026-02-17 03:40:00,68534.26,68593.07,68493.64,68564.78,19.96496
2026-02-17 03:45:00,68564.78,68584.35,68500.0,68500.0,24.32966
2026-02-17 03:50:00,68500.0,68573.23,68500.0,68573.23,21.78219
2026-02-17 03:55:00,68573.23,68573.23,68470.0,68474.9,25.88027
2026-02-17 04:00:00,68474.9,68526.15,68453.27,68518.25,23.96365
2026-02-17 04:05:00,68518.25,68521.75,68392.96,68493.95,38.89616
2026-02-17 04:10:00,68493.94,68621.12,68493.94,68588.01,23.31687
2026-02-17 04:15:00,68588.01,68588.01,68486.08,68568.39,29.2127
2026-02-17 04:20:00,68568.4,68707.49,68568.39,68682.71,39.64656
2026-02-17 04:25:00,68682.71,68682.71,68592.94,68603.95,14.6687
2026-02-17 04:30:00,68603.95,68603.95,68288.0,68372.8,60.8
2026-02-17 04:35:00,68372.8,68446.12,68372.8,68430.79,23.83686
2026-02-17 04:40:00,68430.79,68450.0,68404.0,68428.32,19.22746
2026-02-17 04:45:00,68428.33,68499.6,68412.33,68471.57,15.47338
2026-02-17 04:50:00,68471.57,68471.58,68416.4,68416.4,15.66089
2026-02-17 04:55:00,68416.4,68481.68,68390.0,68481.67,24.98699
2026-02-17 05:00:00,68481.68,68510.76,68445.31,68501.99,20.23353
2026-02-17 05:05:00,68502.0,68505.19,68378.0,68404.0,48.39847
2026-02-17 05:10:00,68403.99,68456.87,68333.31,68346.01,27.02523
2026-02-17 05:15:00,68346.0,68357.35,68162.83,68198.61,72.51631
2026-02-17 05:20:00,68198.61,68216.41,67940.0,68019.88,153.82711
2026-02-17 05:25:00,68019.89,68115.3,67990.74,68052.01,54.17116
2026-02-17 05:30:00,68052.0,68084.0,67940.13,68027.2,45.44513
2026-02-17 05:35:00,68030.0,68074.3,67892.0,68065.05,59.53194
2026-02-17 05:40:00,68065.06,68196.75,68041.03,68164.65,52.81702
2026-02-17 05:45:00,68164.65,68233.78,68115.2,68205.08,44.86218
2026-02-17 05:50:00,68205.07,68258.7,68171.52,68222.11,27.22493
2026-02-17 05:55:00,68222.11,68285.9,68203.6,68245.71,27.02447
2026-02-17 06:00:00,68245.71,68281.02,68242.49,68263.25,23.47148
2026-02-17 06:05:00,68263.24,68406.0,68263.24,68406.0,36.88813
2026-02-17 06:10:00,68405.99,68450.19,68352.0,68373.58,29.8741
2026-02-17 06:15:00,68373.58,68393.55,68358.39,68365.19,15.62592
2026-02-17 06:20:00,68365.2,68391.45,68351.42,68361.27,13.31529
2026-02-17 06:25:00,68361.26,68475.19,68301.08,68433.58,21.72056
2026-02-17 06:30:00,68433.57,68449.3,68391.64,68437.05,18.66784
2026-02-17 06:35:00,68437.05,68455.97,68408.2,68447.99,14.45469
2026-02-17 06:40:00,68447.99,68519.99,68442.53,68450.0,17.50595
2026-02-17 06:45:00,68449.99,68477.09,68402.0,68406.59,15.06568
2026-02-17 06:50:00,68406.6,68448.0,68397.9,68442.55,10.61526
2026-02-17 06:55:00,68442.56,68442.56,68400.0,68400.0,13.18249
2026-02-17 07:00:00,68400.01,68405.34,68360.64,68384.36,20.91182
2026-02-17 07:05:00,68384.36,68384.37,68266.0,68291.29,25.51919
2026-02-17 07:10:00,68291.29,68344.65,68282.93,68321.41,16.10952
2026-02-17 07:15:00,68321.41,68383.83,68291.82,68302.46,22.23
2026-02-17 07:20:00,68302.46,68335.74,68290.0,68304.1,17.96123
2026-02-17 07:25:00,68304.1,68309.15,68200.26,68211.49,27.87553
2026-02-17 07:30:00,68211.48,68261.7,68165.02,68228.91,29.92184
2026-02-17 07:35:00,68228.91,68477.78,68226.33,68464.86,44.79228
2026-02-17 07:40:00,68464.87,68480.0,68403.75,68409.6,31.74084
2026-02-17 07:45:00,68409.6,68468.4,68377.31,68441.84,37.84668
2026-02-17 07:50:00,68441.84,68476.27,68435.39,68457.05,22.09051
2026-02-17 07:55:00,68457.06,68470.71,68378.0,68388.12,17.74812
2026-02-17 08:00:00,68388.12,68477.54,68372.49,68434.15,22.46325
2026-02-17 08:05:00,68434.15,68479.17,68382.46,68424.61,18.98649
2026-02-17 08:10:00,68424.6,68473.08,68384.07,68387.99,18.57751
2026-02-17 08:15:00,68387.99,68388.0,68277.65,68284.19,26.68303
2026-02-17 08:20:00,68284.19,68333.99,68274.12,68302.01,12.3339
2026-02-17 08:25:00,68302.0,68318.2,68278.12,68299.56,42.10479
2026-02-17 08:30:00,68299.56,68345.98,68269.02,68269.03,22.84632
2026-02-17 08:35:00,68269.03,68299.62,68145.81,68175.56,40.67955
2026-02-17 08:40:00,68175.56,68235.48,68163.2,68225.4,17.10812
2026-02-17 08:45:00,68225.4,68262.0,68218.29,68218.29,17.85125
2026-02-17 08:50:00,68218.29,68218.29,68130.78,68173.49,32.59736
2026-02-17 08:55:00,68173.5,68188.53,68158.0,68177.53,13.7351
2026-02-17 09:00:00,68177.53,68299.4,68168.0,68299.39,51.12201
2026-02-17 09:05:00,68299.4,68308.37,68205.88,68205.89,26.37681
2026-02-17 09:10:00,68205.88,68205.88,68060.98,68109.03,30.85214
2026-02-17 09:15:00,68109.02,68165.95,67992.03,68035.11,38.96723
2026-02-17 09:20:00,68035.11,68099.4,67996.6,68040.76,45.98779
2026-02-17 09:25:00,68040.77,68075.56,68010.0,68031.33,24.02959
2026-02-17 09:30:00,68031.34,68086.91,68012.1,68037.99,22.30777
2026-02-17 09:35:00,68038.0,68055.31,68014.08,68024.01,16.7006
2026-02-17 09:40:00,68024.0,68099.63,67996.68,68074.92,32.49886
2026-02-17 09:45:00,68074.92,68169.4,68049.42,68049.49,44.85961
2026-02-17 09:50:00,68049.49,68171.85,68049.48,68138.45,55.57029
2026-02-17 09:55:00,68138.45,68153.77,68103.09,68126.28,14.91305
2026-02-17 10:00:00,68126.29,68171.88,68093.05,68093.06,27.45167
2026-02-17 10:05:00,68093.05,68171.88,68093.05,68171.87,23.21665
2026-02-17 10:10:00,68171.88,68194.46,68074.7,68132.98,22.16542
2026-02-17 10:15:00,68132.99,68132.99,67800.0,67846.18,133.93852
2026-02-17 10:20:00,67846.18,67965.41,67846.18,67941.82,35.10712
2026-02-17 10:25:00,67941.83,67951.18,67898.3,67916.3,24.22666
2026-02-17 10:30:00,67916.3,67944.36,67856.0,67877.75,39.30676
2026-02-17 10:35:00,67877.74,67909.1,67755.0,67874.49,40.75151
2026-02-17 10:40:00,67874.48,67877.79,67767.04,67786.85,35.76794
2026-02-17 10:45:00,67786.85,67857.87,67750.0,67828.01,25.08588
2026-02-17 10:50:00,67828.01,67828.01,67704.96,67789.05,47.78506
2026-02-17 10:55:00,67789.05,67846.49,67785.58,67845.3,49.59632
2026-02-17 11:00:00,67845.3,67913.46,67805.8,67805.8,58.0755
2026-02-17 11:05:00,67805.8,67862.0,67690.0,67821.74,73.42248
2026-02-17 11:10:00,67821.74,67900.0,67813.51,67891.15,38.4615
2026-02-17 11:15:00,67891.14,67909.1,67816.11,67887.43,60.63587
2026-02-17 11:20:00,67887.42,67935.73,67824.22,67834.64,42.61918
2026-02-17 11:25:00,67834.64,67900.0,67730.0,67900.0,62.66127
2026-02-17 11:30:00,67900.0,67916.4,67865.36,67865.36,25.3909
2026-02-17 11:35:00,67865.37,67865.37,67763.36,67793.79,26.87603
2026-02-17 11:40:00,67793.79,67814.4,67735.39,67742.05,18.01585
2026-02-17 11:45:00,67742.06,67807.73,67721.27,67804.67,26.39224
2026-02-17 11:50:00,67804.66,67869.47,67789.2,67856.3,29.92549
2026-02-17 11:55:00,67856.3,67899.05,67823.06,67854.6,45.20153
2026-02-17 12:00:00,67854.6,67916.4,67827.52,67913.05,45.59148
2026-02-17 12:05:00,67913.04,68176.54,67896.89,68113.18,120.43028
2026-02-17 12:10:00,68113.18,68115.59,68058.28,68068.07,54.85407
2026-02-17 12:15:00,68068.07,68088.56,68018.14,68077.99,33.15683
2026-02-17 12:20:00,68078.0,68157.44,68064.62,68092.16,39.80997
2026-02-17 12:25:00,68092.16,68151.84,68061.55,68107.81,26.3939
2026-02-17 12:30:00,68107.81,68146.92,68085.63,68120.62,32.90965
2026-02-17 12:35:00,68120.62,68299.4,68115.2,68194.59,88.58795
2026-02-17 12:40:00,68194.58,68217.98,68175.77,68180.14,16.89501
2026-02-17 12:45:00,68180.14,68184.64,68076.4,68080.39,29.75308
2026-02-17 12:50:00,68080.38,68080.39,67980.71,68047.19,46.80358
2026-02-17 12:55:00,68047.19,68058.08,67862.94,67919.49,72.75456
2026-02-17 13:00:00,67919.49,67955.55,67752.94,67776.87,62.53695
2026-02-17 13:05:00,67776.88,67964.46,67734.36,67961.28,43.65395
2026-02-17 13:10:00,67961.29,68115.3,67953.72,68101.08,74.71895
2026-02-17 13:15:00,68101.09,68125.3,67986.2,68053.99,35.50069
2026-02-17 13:20:00,68054.0,68360.5,68049.79,68341.7,82.5913
2026-02-17 13:25:00,68341.7,68356.86,68098.26,68122.14,102.42084
2026-02-17 13:30:00,68122.15,68125.2,67963.0,68006.89,54.29943
2026-02-17 13:35:00,68006.9,68074.38,68006.9,68056.2,25.80509
2026-02-17 13:40:00,68056.2,68056.21,67970.57,68019.92,21.23128
2026-02-17 13:45:00,68019.93,68049.41,67989.85,68028.83,25.71839
2026-02-17 13:50:00,68028.84,68356.85,68020.0,68212.01,138.38373
2026-02-17 13:55:00,68212.02,68235.3,68097.73,68136.34,50.01673
2026-02-17 14:00:00,68136.35,68204.21,68056.29,68204.21,33.28536
2026-02-17 14:05:00,68204.21,68337.6,68176.0,68197.44,89.0538
2026-02-17 14:10:00,68197.44,68197.44,68089.43,68097.67,57.16841
2026-02-17 14:15:00,68097.67,68187.07,68083.4,68145.53,96.74152
2026-02-17 14:20:00,68145.53,68157.27,67984.4,68021.75,64.98616
2026-02-17 14:25:00,68021.76,68081.83,68012.11,68026.68,56.05793
2026-02-17 14:30:00,68026.68,68250.46,67901.42,68087.23,282.61546
2026-02-17 14:35:00,68087.22,68144.65,67474.61,67608.53,323.43814
2026-02-17 14:40:00,67608.53,67633.28,66902.15,67103.87,549.32697
2026-02-17 14:45:00,67103.87,67107.71,66811.01,67090.34,293.05835
2026-02-17 14:50:00,67090.34,67115.59,66734.3,66887.38,307.62787
2026-02-17 14:55:00,66887.37,67053.9,66810.6,66875.06,175.27642
2026-02-17 15:00:00,66875.06,67118.88,66864.0,67098.03,173.97911
2026-02-17 15:05:00,67098.03,67210.0,66929.37,67027.63,189.51784
2026-02-17 15:10:00,67027.63,67135.99,66795.55,66800.02,209.014
2026-02-17 15:15:00,66800.02,67130.0,66786.17,67129.99,270.23983
2026-02-17 15:20:00,67130.0,67166.41,66946.09,66975.84,232.06116
2026-02-17 15:25:00,66975.85,67018.0,66734.99,66845.0,213.20247
2026-02-17 15:30:00,66845.0,66898.66,66621.06,66723.13,286.08518
2026-02-17 15:35:00,66723.13,66964.17,66723.13,66787.94,196.92041
2026-02-17 15:40:00,66787.94,67005.0,66772.85,67005.0,139.64444
2026-02-17 15:45:00,67005.0,67253.76,66992.52,67179.87,160.07182
2026-02-17 15:50:00,67179.88,67400.0,67100.9,67295.21,150.9036
2026-02-17 15:55:00,67295.21,67409.99,67277.03,67392.05,87.40144
2026-02-17 16:00:00,67392.06,67838.0,67317.6,67754.77,233.19356
2026-02-17 16:05:00,67754.77,67970.8,67706.55,67746.0,150.92348
2026-02-17 16:10:00,67746.0,67778.57,67630.74,67743.88,138.61677
2026-02-17 16:15:00,67743.88,67940.5,67712.0,67925.77,108.18125
2026-02-17 16:20:00,67925.77,67932.0,67600.0,67733.07,77.46688
2026-02-17 16:25:00,67733.07,67776.34,67508.95,67531.95,72.54047
2026-02-17 16:30:00,67531.94,67875.1,67433.05,67852.62,104.82447
2026-02-17 16:35:00,67852.62,68158.1,67840.55,67951.57,226.81145
2026-02-17 16:40:00,67951.58,67956.83,67696.34,67701.26,90.13201
2026-02-17 16:45:00,67701.27,67730.97,67547.01,67587.04,106.51213
2026-02-17 16:50:00,67587.05,67748.17,67576.49,67699.99,70.37744
2026-02-17 16:55:00,67700.0,67793.99,67503.69,67517.36,69.1866
2026-02-17 17:00:00,67517.36,67696.98,67478.26,67574.63,64.95942
2026-02-17 17:05:00,67574.63,67714.28,67497.02,67497.03,61.55962
2026-02-17 17:10:00,67497.03,67515.39,67072.07,67266.89,153.00121
2026-02-17 17:15:00,67266.89,67450.19,67216.11,67361.11,160.04931
2026-02-17 17:20:00,67361.11,67398.0,67200.01,67290.55,69.09474
2026-02-17 17:25:00,67290.55,67468.0,67280.62,67467.46,31.99908
2026-02-17 17:30:00,67467.46,67496.6,67051.12,67161.69,156.08827
2026-02-17 17:35:00,67161.69,67278.0,67137.58,67186.11,51.32009
2026-02-17 17:40:00,67186.11,67186.11,66970.0,67005.99,163.67995
2026-02-17 17:45:00,67006.0,67174.0,66881.08,67102.01,100.28984
2026-02-17 17:50:00,67102.01,67290.4,67099.05,67173.69,74.48348
2026-02-17 17:55:00,67173.69,67310.3,67111.23,67244.22,57.8609
2026-02-17 18:00:00,67244.22,67256.0,67137.84,67172.47,44.51605
2026-02-17 18:05:00,67172.47,67269.29,67127.86,67262.9,35.63358
2026-02-17 18:10:00,67262.89,67389.83,67222.35,67357.03,55.75488
2026-02-17 18:15:00,67357.02,67386.33,67242.84,67296.42,34.12501
2026-02-17 18:20:00,67296.41,67815.41,67296.41,67682.0,111.31106
2026-02-17 18:25:00,67682.01,67771.23,67620.43,67739.4,44.54904
2026-02-17 18:30:00,67739.4,67857.14,67688.9,67790.85,43.03662
2026-02-17 18:35:00,67790.85,67834.91,67690.0,67834.9,31.73152
